subject	chain	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	IP_Hub_Country_Code	IP_Hub_ISP	IP_Hub_nonUSIP	IP_Hub_VPS	IP_Hub_recommend_block
150.0	2	8	0	41	Female	0	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1	5,0,0,5,3,5;10,5,5,10,6,8;15,5,8,15,11,6;18,5,11,20,16,9;16,5,16,20,16,12;19,5,21,20,16,15;22,5,21,20,19,13;22,5,21,25,19,16;25,5,26,30,19,14;28,10,31,35,22,12;31,15,36,40,25,15;34,20,41,45,30,13;39,25,46,50,35,16;44,30,51,55,40,19;42,30,51,55,40,22;40,35,56,55,40,25;40,40,61,55,40,28;43,45,64,55,40,31;46,45,69,55,40,29;46,45,74,60,45,32	more	less	3,1,2;4,3,5;1,2,0;1,2,0;0,2,1;1,2,0;1,0,2;4,5,3;2,1,0;2,1,0;3,4,5;1,0,2;5,4,3;4,3,5;1,2,0;1,0,2;1,2,0;4,3,5;4,3,5;4,3,5	1,0,0;1,1,1;0,1,1;0,1,1;1,0,1;1,0,0;1,0,1;0,1,1;1,0,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;0,1,0;0,0,1;1,1,0;1,1,1;1,1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1	3,6,9,7,10,13,16,14,12,10,8,11,14,17,20,23,21,24,27,30	35,28,10,6,8,5,4,5,5,7,18,95,6,5,5,4,4,5,5,5	US	CSUOHIO-AS	0	0	0
151.0	2	8	1	60	Male	0	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1	5,0,0,5,3,5;10,5,5,10,6,8;15,5,8,15,11,6;18,5,11,20,16,9;16,5,16,20,16,12;19,5,21,20,16,15;22,5,21,20,19,13;22,5,21,25,19,16;25,5,26,30,19,14;28,10,31,35,22,12;31,15,36,40,25,15;34,20,41,45,30,13;39,25,46,50,35,16;44,30,51,55,40,19;42,30,51,55,40,22;40,35,56,55,40,25;40,40,61,55,40,28;43,45,64,55,40,31;46,45,69,55,40,29;46,45,74,60,45,32	equal	equal	5,4,3;2,1,0;2,1,0;0,1,2;2,0,1;3,5,4;5,3,4;4,3,5;4,3,5;3,5,4;2,4,3;0,5,3;2,3,1;5,3,1;1,3,0;1,0,4;2,3,5;3,4,0;0,2,1;0,1,2	1,1,1;1,1,1;1,0,1;1,0,1;0,1,1;1,0,1;1,1,0;0,1,1;0,1,0;1,0,1;1,1,1;1,0,1;1,1,1;1,1,1;1,1,1;0,1,1;0,1,0;1,1,0;0,0,1;0,0,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1	3,1,-1,-3,0,-2,1,4,7,10,13,16,19,22,25,28,31,34,37,40	139,4,4,3,4,4,4,4,4,7,5,4,5,4,12,7,7,5,4,5	US	CMCS	0	0	0
152.0	2	8	2	44	Female	0	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1	5,0,0,5,3,5;10,5,5,10,6,8;15,5,8,15,11,6;18,5,11,20,16,9;16,5,16,20,16,12;19,5,21,20,16,15;22,5,21,20,19,13;22,5,21,25,19,16;25,5,26,30,19,14;28,10,31,35,22,12;31,15,36,40,25,15;34,20,41,45,30,13;39,25,46,50,35,16;44,30,51,55,40,19;42,30,51,55,40,22;40,35,56,55,40,25;40,40,61,55,40,28;43,45,64,55,40,31;46,45,69,55,40,29;46,45,74,60,45,32	equal	equal	5,1,0;1,3,0;1,0,2;1,4,0;1,3,0;1,0,5;2,0,5;4,2,5;2,3,0;2,1,0;1,0,2;2,1,0;0,2,1;0,4,1;1,0,4;2,5,1;2,0,1;1,5,2;0,2,1;1,2,0	1,0,1;1,1,1;0,1,1;0,1,1;1,1,1;1,0,0;1,0,1;0,0,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;0,0,0;0,1,0;0,0,0;0,0,1;0,1,0	1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1	0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0	-2,1,4,2,5,8,11,9,12,15,18,23,26,31,31,36,39,42,47,45	33,14,19,10,15,6,6,12,7,10,6,6,7,6,7,10,5,5,5,11	US	COMCAST-7922	0	0	0
153.0	2	8	3	31	Male	1	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1	5,0,0,5,3,5;10,5,5,10,6,8;15,5,8,15,11,6;18,5,11,20,16,9;16,5,16,20,16,12;19,5,21,20,16,15;22,5,21,20,19,13;22,5,21,25,19,16;25,5,26,30,19,14;28,10,31,35,22,12;31,15,36,40,25,15;34,20,41,45,30,13;39,25,46,50,35,16;44,30,51,55,40,19;42,30,51,55,40,22;40,35,56,55,40,25;40,40,61,55,40,28;43,45,64,55,40,31;46,45,69,55,40,29;46,45,74,60,45,32	more	more	4,5,0;4,3,2;3,5,1;5,4,0;5,3,1;4,5,2;3,4,1;5,4,0;4,3,1;4,3,1;1,2,5;0,1,5;2,1,3;2,0,3;2,0,4;0,2,3;0,2,4;4,5,1;3,4,2;4,3,0	1,1,1;1,1,1;1,0,0;1,1,1;0,1,1;1,0,0;1,0,1;1,0,0;0,1,0;1,1,1;1,1,1;1,1,0;1,1,1;1,1,1;1,1,1;1,0,1;1,0,1;1,0,0;1,1,0;1,1,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1	5,10,10,15,15,20,20,20,20,25,28,33,38,43,43,43,43,48,48,53	19,10,8,6,11,4,6,5,5,11,7,5,4,5,7,5,4,5,5,6	US	MEDIACOM-ENTERPRISE-BUSINESS	0	0	0
154.0	2	8	4	32	Female	1	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1	5,0,0,5,3,5;10,5,5,10,6,8;15,5,8,15,11,6;18,5,11,20,16,9;16,5,16,20,16,12;19,5,21,20,16,15;22,5,21,20,19,13;22,5,21,25,19,16;25,5,26,30,19,14;28,10,31,35,22,12;31,15,36,40,25,15;34,20,41,45,30,13;39,25,46,50,35,16;44,30,51,55,40,19;42,30,51,55,40,22;40,35,56,55,40,25;40,40,61,55,40,28;43,45,64,55,40,31;46,45,69,55,40,29;46,45,74,60,45,32	equal	idk	5,3,4;5,3,1;1,0,3;3,4,1;3,4,0;5,4,1;3,4,1;3,1,4;5,4,2;3,4,1;0,2,4;1,0,4;2,1,5;2,0,3;0,1,3;3,4,1;1,2,5;3,5,0;3,4,0;3,5,1	1,1,1;1,1,1;0,1,1;1,1,0;1,1,1;0,1,1;1,0,1;1,0,0;0,0,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,0;0,0,0;1,0,0;1,1,0;1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1	5,10,15,20,20,20,20,25,30,35,40,45,50,55,55,55,60,65,65,70	45,19,8,6,29,6,5,13,5,49,5,4,4,4,69,6,4,4,5,4	US	COMCAST-7922	0	0	0
155.0	2	8	5	19	Female	1	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1	5,0,0,5,3,5;10,5,5,10,6,8;15,5,8,15,11,6;18,5,11,20,16,9;16,5,16,20,16,12;19,5,21,20,16,15;22,5,21,20,19,13;22,5,21,25,19,16;25,5,26,30,19,14;28,10,31,35,22,12;31,15,36,40,25,15;34,20,41,45,30,13;39,25,46,50,35,16;44,30,51,55,40,19;42,30,51,55,40,22;40,35,56,55,40,25;40,40,61,55,40,28;43,45,64,55,40,31;46,45,69,55,40,29;46,45,74,60,45,32	more	equal	5,0,3;3,1,5;5,4,3;2,0,1;4,5,3;2,0,1;5,2,3;0,1,4;5,4,3;2,1,3;3,4,5;1,3,0;3,1,5;2,4,5;0,1,2;5,4,1;3,1,4;4,1,2;3,0,4;2,1,0	1,1,1;1,1,1;0,1,1;1,1,0;1,0,1;0,0,1;1,1,1;0,0,0;0,0,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;0,1,0;1,0,1;1,0,0;1,0,1;1,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0	3,6,9,12,15,18,21,19,17,20,23,26,29,32,30,33,31,34,32,30	25,12,9,7,8,15,8,16,7,29,46,10,5,4,7,5,4,4,4,6	US	USJ-ASN	0	0	0
156.0	2	9	0	43	Female	0	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1	3,3,-2,5,5,3;6,1,1,10,10,6;9,-1,4,10,15,9;7,-3,2,15,20,12;10,0,5,15,20,15;13,-2,8,20,20,18;16,1,11,20,20,21;14,4,9,20,25,19;12,7,12,20,30,17;10,10,15,25,35,20;8,13,18,28,40,23;11,16,23,33,45,26;14,19,26,38,50,29;17,22,31,43,55,32;20,25,31,43,55,30;23,28,36,43,55,33;21,31,39,43,60,31;24,34,42,48,65,34;27,37,47,48,65,32;30,40,45,53,70,30	equal	equal	0,5,1;4,5,2;1,5,2;4,5,3;2,1,0;4,5,1;5,3,0;1,2,0;4,3,0;4,5,1;1,2,5;5,2,0;5,3,0;4,3,5;1,2,0;4,0,1;2,1,3;5,4,2;3,5,2;4,5,2	1,1,1;1,1,1;0,1,1;1,1,1;0,0,0;1,0,1;0,1,0;1,0,0;1,0,0;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;0,1,0;1,0,0;0,0,1;0,0,0;1,1,0;1,0,0	1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1	1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1	3,8,13,11,16,21,24,24,24,29,34,39,42,47,52,57,62,60,60,63	36,19,19,13,23,9,14,8,8,13,7,7,10,6,13,6,6,9,6,14	US	TWC-11351-NORTHEAST	0	0	0
157.0	2	9	1	39	Male	0	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0	3,3,-2,5,5,3;6,1,1,10,10,6;9,-1,4,10,15,9;7,-3,2,15,20,12;10,0,5,15,20,15;13,-2,8,20,20,18;16,1,11,20,20,21;14,4,9,20,25,19;12,7,12,20,30,17;10,10,15,25,35,20;8,13,18,28,40,23;11,16,23,33,45,26;14,19,26,38,50,29;17,22,31,43,55,32;20,25,31,43,55,30;23,28,36,43,55,33;21,31,39,43,60,31;24,34,42,48,65,34;27,37,47,48,65,32;30,40,45,53,70,30	equal	equal	0,4,5;3,1,2;0,1,2;0,1,2;2,0,1;4,5,3;5,4,3;3,5,4;4,3,5;3,5,4;5,4,3;5,4,3;3,5,4;3,5,4;4,5,3;5,4,3;4,3,5;3,4,5;5,3,4;3,4,5	1,1,1;1,0,1;1,0,1;0,0,0;0,0,0;1,0,0;0,1,1;0,0,1;1,0,0;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;1,1,1;0,1,1;0,1,1;0,0,0;1,1,1;1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,5,5,5,10,15,20,25,30,35,40,40,40,40,40,40,45	26,10,6,6,10,8,4,5,4,9,6,4,4,4,5,6,3,4,3,5	US	CENTURYLINK-US-LEGACY-QWEST	0	0	0
158.0	2	9	2	30	Female	0	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1	3,3,-2,5,5,3;6,1,1,10,10,6;9,-1,4,10,15,9;7,-3,2,15,20,12;10,0,5,15,20,15;13,-2,8,20,20,18;16,1,11,20,20,21;14,4,9,20,25,19;12,7,12,20,30,17;10,10,15,25,35,20;8,13,18,28,40,23;11,16,23,33,45,26;14,19,26,38,50,29;17,22,31,43,55,32;20,25,31,43,55,30;23,28,36,43,55,33;21,31,39,43,60,31;24,34,42,48,65,34;27,37,47,48,65,32;30,40,45,53,70,30	more	more	3,4,2;2,1,0;0,1,3;1,0,2;0,1,2;1,0,2;1,2,0;1,2,0;2,0,1;1,5,2;2,1,0;0,1,2;2,0,1;0,1,2;1,0,2;2,0,1;3,0,1;2,1,0;0,2,1;0,1,2	1,1,0;1,0,1;1,0,0;0,0,0;0,0,0;1,0,0;0,0,0;1,0,0;1,0,1;1,1,1;1,1,0;1,1,1;1,1,1;1,1,1;0,0,1;0,0,0;1,1,0;0,0,0;0,0,0;1,1,0	1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0	1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1	3,1,4,4,9,9,12,12,15,20,25,30,35,40,45,50,50,55,60,65	13,5,20,5,11,5,4,4,4,19,4,3,7,12,6,5,9,16,3,18	US	BHN-33363	0	0	0
159.0	2	9	3	38	Male	1	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1	3,3,-2,5,5,3;6,1,1,10,10,6;9,-1,4,10,15,9;7,-3,2,15,20,12;10,0,5,15,20,15;13,-2,8,20,20,18;16,1,11,20,20,21;14,4,9,20,25,19;12,7,12,20,30,17;10,10,15,25,35,20;8,13,18,28,40,23;11,16,23,33,45,26;14,19,26,38,50,29;17,22,31,43,55,32;20,25,31,43,55,30;23,28,36,43,55,33;21,31,39,43,60,31;24,34,42,48,65,34;27,37,47,48,65,32;30,40,45,53,70,30	equal	equal	1,3,5;3,2,4;4,5,3;0,2,1;3,5,4;5,4,3;4,3,5;5,3,4;4,5,3;3,0,5;5,4,3;4,5,3;0,3,1;3,2,4;4,0,5;4,0,3;5,3,2;4,1,3;5,2,3;2,4,0	1,1,1;1,1,1;1,1,0;0,0,0;1,0,1;0,1,0;1,1,0;0,0,1;1,0,0;1,0,1;1,1,1;1,1,1;1,1,1;1,1,1;1,0,1;1,0,1;1,1,0;0,0,0;1,0,1;0,1,1	0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1	0,3,1,1,1,6,9,9,9,9,14,19,24,29,29,34,34,39,44,49	27,37,38,24,22,17,12,40,19,13,30,42,21,70,56,11,12,17,37,13	US	COMCAST-7922	0	0	0
160.0	2	9	4	52	Male	1	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1	3,3,-2,5,5,3;6,1,1,10,10,6;9,-1,4,10,15,9;7,-3,2,15,20,12;10,0,5,15,20,15;13,-2,8,20,20,18;16,1,11,20,20,21;14,4,9,20,25,19;12,7,12,20,30,17;10,10,15,25,35,20;8,13,18,28,40,23;11,16,23,33,45,26;14,19,26,38,50,29;17,22,31,43,55,32;20,25,31,43,55,30;23,28,36,43,55,33;21,31,39,43,60,31;24,34,42,48,65,34;27,37,47,48,65,32;30,40,45,53,70,30	equal	idk	1,3,2;1,0,2;0,2,3;0,1,2;2,0,1;0,1,2;5,3,4;1,2,0;2,0,1;2,1,0;3,2,5;1,3,0;2,4,5;4,3,0;3,5,1;0,2,1;4,2,3;2,5,0;0,1,2;4,5,3	1,1,0;0,1,1;1,1,0;0,0,0;0,0,0;0,1,0;0,1,1;1,0,0;1,0,1;1,1,0;1,1,1;1,1,1;1,1,1;1,1,1;1,1,0;0,0,0;0,0,1;0,0,0;0,0,0;1,0,1	1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1	1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1	3,3,3,6,6,4,2,2,7,12,15,13,13,13,18,16,14,14,17,20	37,18,14,9,22,11,9,6,7,8,7,7,8,10,14,7,7,8,7,9	US	GRANDECOM-AS1	0	0	0
161.0	2	9	5	28	Female	1	1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1	0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1	3,3,-2,5,5,3;6,1,1,10,10,6;9,-1,4,10,15,9;7,-3,2,15,20,12;10,0,5,15,20,15;13,-2,8,20,20,18;16,1,11,20,20,21;14,4,9,20,25,19;12,7,12,20,30,17;10,10,15,25,35,20;8,13,18,28,40,23;11,16,23,33,45,26;14,19,26,38,50,29;17,22,31,43,55,32;20,25,31,43,55,30;23,28,36,43,55,33;21,31,39,43,60,31;24,34,42,48,65,34;27,37,47,48,65,32;30,40,45,53,70,30	equal	equal	3,0,5;4,0,5;2,4,0;3,4,5;4,1,3;5,1,3;4,3,5;4,0,5;2,1,4;3,1,4;1,3,0;2,4,1;4,3,5;2,3,0;1,4,5;3,2,1;3,1,5;2,5,3;0,1,2;4,5,3	1,1,1;1,1,1;1,1,1;1,1,1;1,0,1;0,1,0;1,1,0;1,0,0;1,1,1;1,1,1;1,1,0;1,1,1;1,1,1;1,1,1;0,1,1;1,0,0;1,0,1;0,0,0;0,0,0;1,0,1	0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0	1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0	5,8,8,13,16,19,19,19,24,29,32,37,42,47,47,52,55,60,65,65	25,11,10,9,9,6,6,7,5,6,8,6,4,8,15,5,6,5,5,5	US	MEGANET-TCIX	0	0	0
	3	0	0	22	Female	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	more	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0	1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0	-2,-2,-2,-2,3,6,6,11,16,21,24,29,29,29,34,32,37,42,47,52	20,7,4,5,13,9,5,3,2,9,3,3,2,2,4,3,2,2,2,4	US	UUNET	0	0	0
	3	0	1	49	Male	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	more	more	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1	0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0	5,10,13,13,13,16,21,26,26,31,31,36,39,44,49,54,54,54,54,57	13,11,6,4,15,7,3,3,2,3,3,2,3,3,3,3,3,2,3,3	US	WINDSTREAM	0	0	0
	3	0	2	27	Female	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0	5,10,15,18,21,26,29,27,30,28,31,34,37,40,38,41,44,42,45,48	13,9,3,7,14,3,2,2,3,13,3,2,2,2,3,2,3,2,2,11	US	TWC-11426-CAROLINAS	0	0	0
	3	0	3	39	Male	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	equal	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0	5,5,10,10,15,15,20,25,25,25,30,35,35,35,35,40,45,50,50,55	13,10,5,6,14,5,4,4,4,13,4,3,3,3,9,4,3,3,4,5	US	COMCAST-7922	0	0	0
	3	0	4	52	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	idk	idk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0	0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1	5,5,10,10,10,10,15,20,25,25,30,33,33,33,33,31,36,34,34,34	7,6,4,3,11,4,3,3,5,3,4,5,4,3,5,4,4,4,3,3	US	COMCAST-7922	0	0	0
